xtim,kret9,kret3,kret1,kret0,knum9,knum3,knum1,knum0,ret9,num9,nwin9,ret3,ret1,ret0,nwin3,nwin1,nwin0,num3,num1,num0,v1,v2,v3,v4,v5,nday,doc
,96.28,96.98,0.0,93.25,87.5,88.46,0.0,83.33,61.62,64.0,56.0,50.43,0.0,11.19,46.0,0.0,10.0,52.0,0.0,12.0,1.15,40.0,0.0,0.0,0.0,2000.0,599
,95.9,95.87,0.0,96.12,87.3,87.27,0.0,87.5,60.42,63.0,55.0,52.73,0.0,7.69,48.0,0.0,7.0,55.0,0.0,8.0,1.2,90.0,0.0,0.0,0.0,2000.0,595
,92.63,94.75,0.0,80.17,83.87,85.85,0.0,72.22,114.86,124.0,104.0,100.43,0.0,14.43,91.0,0.0,13.0,106.0,0.0,18.0,1.2,80.0,0.0,0.0,0.0,2000.0,597
,92.3,94.44,0.0,80.88,83.64,85.61,0.0,73.08,152.3,165.0,138.0,131.27,0.0,21.03,119.0,0.0,19.0,139.0,0.0,26.0,1.2,70.0,0.0,0.0,0.0,2000.0,598
,93.22,94.68,0.0,85.92,84.19,85.64,0.0,76.92,218.14,234.0,197.0,184.63,0.0,33.51,167.0,0.0,30.0,195.0,0.0,39.0,1.2,60.0,0.0,0.0,0.0,2000.0,601
,93.48,94.82,0.0,87.14,84.27,85.59,0.0,78.0,267.35,286.0,241.0,223.78,0.0,43.57,202.0,0.0,39.0,236.0,0.0,50.0,1.2,50.0,0.0,0.0,0.0,2000.0,603
,93.65,94.3,0.0,90.72,84.23,85.0,0.0,80.7,296.88,317.0,267.0,245.17,0.0,51.71,221.0,0.0,46.0,260.0,0.0,57.0,1.2,45.0,0.0,0.0,0.0,2000.0,603
,93.7,94.8,0.0,88.52,84.2,85.37,0.0,78.69,326.07,348.0,293.0,272.07,0.0,54.0,245.0,0.0,48.0,287.0,0.0,61.0,1.2,40.0,0.0,0.0,0.0,2000.0,604
,91.02,91.95,0.0,86.28,80.78,81.67,0.0,76.34,719.93,791.0,639.0,606.9,0.0,113.03,539.0,0.0,100.0,660.0,0.0,131.0,1.3,90.0,0.0,0.0,0.0,2000.0,612
,92.06,92.69,0.0,89.2,81.22,81.84,0.0,78.41,892.05,969.0,787.0,735.06,0.0,156.99,649.0,0.0,138.0,793.0,0.0,176.0,1.3,80.0,0.0,0.0,0.0,2000.0,619
,91.71,92.24,0.0,89.39,80.64,81.17,0.0,78.33,1004.27,1095.0,883.0,822.81,0.0,181.46,724.0,0.0,159.0,892.0,0.0,203.0,1.3,70.0,0.0,0.0,0.0,2000.0,621
,92.0,92.52,0.0,89.82,80.45,80.95,0.0,78.37,1176.67,1279.0,1029.0,956.62,0.0,220.05,837.0,0.0,192.0,1034.0,0.0,245.0,1.3,60.0,0.0,0.0,0.0,2000.0,627
,91.59,91.9,0.0,90.31,79.89,80.21,0.0,78.49,1274.97,1392.0,1112.0,1035.66,0.0,239.31,904.0,0.0,208.0,1127.0,0.0,265.0,1.3,50.0,0.0,0.0,0.0,2000.0,649
,91.38,91.8,0.0,89.61,79.5,79.95,0.0,77.62,1355.18,1483.0,1179.0,1098.9,0.0,256.28,957.0,0.0,222.0,1197.0,0.0,286.0,1.3,45.0,0.0,0.0,0.0,2000.0,648
,90.86,91.16,0.0,89.57,78.94,79.26,0.0,77.59,1389.2,1529.0,1207.0,1129.45,0.0,259.75,982.0,0.0,225.0,1239.0,0.0,290.0,1.3,40.0,0.0,0.0,0.0,2000.0,633
,89.64,89.96,0.0,88.25,76.9,77.14,0.0,75.84,1722.91,1922.0,1478.0,1408.74,0.0,314.17,1208.0,0.0,270.0,1566.0,0.0,356.0,1.4,90.0,0.0,0.0,0.0,2000.0,636
,90.61,90.45,0.0,91.26,77.09,77.0,0.0,77.46,2013.26,2222.0,1713.0,1624.5,0.0,388.76,1383.0,0.0,330.0,1796.0,0.0,426.0,1.4,80.0,0.0,0.0,0.0,2000.0,639
,90.56,90.25,0.0,91.82,76.62,76.44,0.0,77.34,2192.5,2421.0,1855.0,1750.84,0.0,441.66,1483.0,0.0,372.0,1940.0,0.0,481.0,1.4,70.0,0.0,0.0,0.0,2000.0,641
,90.1,89.67,0.0,91.84,75.75,75.49,0.0,76.8,2430.11,2697.0,2043.0,1931.4,0.0,498.71,1626.0,0.0,417.0,2154.0,0.0,543.0,1.4,60.0,0.0,0.0,0.0,2000.0,652
,89.87,89.24,0.0,92.36,75.25,74.85,0.0,76.86,2578.36,2869.0,2159.0,2043.62,0.0,534.74,1714.0,0.0,445.0,2290.0,0.0,579.0,1.4,50.0,0.0,0.0,0.0,2000.0,650
,89.72,89.22,0.0,91.67,74.88,74.59,0.0,76.02,2700.6,3010.0,2254.0,2138.64,0.0,561.96,1788.0,0.0,466.0,2397.0,0.0,613.0,1.4,45.0,0.0,0.0,0.0,2000.0,650
,89.71,89.22,0.0,91.62,74.78,74.49,0.0,75.93,2742.4,3057.0,2286.0,2175.26,0.0,567.14,1816.0,0.0,470.0,2438.0,0.0,619.0,1.4,40.0,0.0,0.0,0.0,2000.0,651
,89.38,89.08,0.0,90.63,73.8,73.55,0.0,74.81,3049.7,3412.0,2518.0,2445.23,0.0,604.47,2019.0,0.0,499.0,2745.0,0.0,667.0,1.5,90.0,0.0,0.0,0.0,2000.0,658
,89.36,89.37,0.0,89.3,73.21,73.23,0.0,73.14,3366.02,3767.0,2758.0,2694.46,0.0,671.56,2208.0,0.0,550.0,3015.0,0.0,752.0,1.5,80.0,0.0,0.0,0.0,2000.0,668
,89.07,88.9,0.0,89.73,72.6,72.5,0.0,73.03,3605.41,4048.0,2939.0,2866.94,0.0,738.47,2338.0,0.0,601.0,3225.0,0.0,823.0,1.5,70.0,0.0,0.0,0.0,2000.0,673
,89.22,89.14,0.0,89.54,72.11,72.1,0.0,72.15,3954.18,4432.0,3196.0,3143.85,0.0,810.33,2543.0,0.0,653.0,3527.0,0.0,905.0,1.5,60.0,0.0,0.0,0.0,2000.0,686
,89.26,89.19,0.0,89.54,71.82,71.81,0.0,71.88,4149.85,4649.0,3339.0,3302.76,0.0,847.09,2659.0,0.0,680.0,3703.0,0.0,946.0,1.5,50.0,0.0,0.0,0.0,2000.0,688
,88.76,88.73,0.0,88.83,71.21,71.24,0.0,71.11,4270.01,4811.0,3426.0,3396.77,0.0,873.24,2727.0,0.0,699.0,3828.0,0.0,983.0,1.5,45.0,0.0,0.0,0.0,2000.0,686
,88.69,88.87,0.0,87.98,71.03,71.22,0.0,70.31,4347.45,4902.0,3482.0,3461.54,0.0,885.91,2774.0,0.0,708.0,3895.0,0.0,1007.0,1.5,40.0,0.0,0.0,0.0,2000.0,693
,88.49,88.54,0.0,88.29,70.4,70.41,0.0,70.33,4600.83,5199.0,3660.0,3693.21,0.0,907.62,2937.0,0.0,723.0,4171.0,0.0,1028.0,1.6,90.0,0.0,0.0,0.0,2000.0,701
,88.36,88.22,0.0,88.91,69.74,69.64,0.0,70.11,4998.66,5657.0,3945.0,3984.17,0.0,1014.49,3145.0,0.0,800.0,4516.0,0.0,1141.0,1.6,80.0,0.0,0.0,0.0,2000.0,710
,88.21,88.12,0.0,88.54,69.19,69.14,0.0,69.38,5316.26,6027.0,4170.0,4237.89,0.0,1078.37,3325.0,0.0,845.0,4809.0,0.0,1218.0,1.6,70.0,0.0,0.0,0.0,2000.0,717
,88.33,88.15,0.0,89.05,68.79,68.67,0.0,69.23,5696.33,6449.0,4436.0,4538.62,0.0,1157.71,3536.0,0.0,900.0,5149.0,0.0,1300.0,1.6,60.0,0.0,0.0,0.0,2000.0,724
,88.31,88.11,0.0,89.11,68.4,68.28,0.0,68.89,5969.69,6760.0,4624.0,4755.1,0.0,1214.59,3685.0,0.0,939.0,5397.0,0.0,1363.0,1.6,50.0,0.0,0.0,0.0,2000.0,793
,88.44,88.24,0.0,89.23,68.23,68.12,0.0,68.69,6174.87,6982.0,4764.0,4912.31,0.0,1262.56,3792.0,0.0,972.0,5567.0,0.0,1415.0,1.6,45.0,0.0,0.0,0.0,2000.0,788
,88.44,88.18,0.0,89.44,68.12,67.96,0.0,68.73,6265.68,7085.0,4826.0,4981.33,0.0,1284.35,3839.0,0.0,987.0,5649.0,0.0,1436.0,1.6,40.0,0.0,0.0,0.0,2000.0,745
,88.59,88.45,0.0,89.18,68.06,67.95,0.0,68.5,6321.03,7135.0,4856.0,5052.92,0.0,1268.11,3882.0,0.0,974.0,5713.0,0.0,1422.0,1.7,90.0,0.0,0.0,0.0,2000.0,792
,88.45,88.34,0.0,88.9,67.38,67.28,0.0,67.75,6816.23,7706.0,5192.0,5448.97,0.0,1367.26,4150.0,0.0,1042.0,6168.0,0.0,1538.0,1.7,80.0,0.0,0.0,0.0,2000.0,774
,88.74,88.63,0.0,89.16,67.13,67.04,0.0,67.48,7223.98,8141.0,5465.0,5770.67,0.0,1453.31,4365.0,0.0,1100.0,6511.0,0.0,1630.0,1.7,70.0,0.0,0.0,0.0,2000.0,745
,88.86,88.8,0.0,89.1,66.69,66.62,0.0,66.96,7682.78,8646.0,5766.0,6137.87,0.0,1544.91,4605.0,0.0,1161.0,6912.0,0.0,1734.0,1.7,60.0,0.0,0.0,0.0,2000.0,740
,88.94,88.98,0.0,88.77,66.33,66.32,0.0,66.39,8040.88,9041.0,5997.0,6437.64,0.0,1603.24,4798.0,0.0,1199.0,7235.0,0.0,1806.0,1.7,50.0,0.0,0.0,0.0,2000.0,745
,88.82,88.81,0.0,88.85,66.01,65.99,0.0,66.1,8250.27,9289.0,6132.0,6588.78,0.0,1661.49,4896.0,0.0,1236.0,7419.0,0.0,1870.0,1.7,45.0,0.0,0.0,0.0,2000.0,753
,88.76,88.75,0.0,88.8,65.86,65.85,0.0,65.91,8350.6,9408.0,6196.0,6662.48,0.0,1688.12,4943.0,0.0,1253.0,7507.0,0.0,1901.0,1.7,40.0,0.0,0.0,0.0,2000.0,752
,108.0,0.0,0.0,108.0,100.0,0.0,0.0,100.0,1.08,1.0,1.0,0.0,0.0,1.08,0.0,0.0,1.0,0.0,0.0,1.0,1.1,90.0,0.0,0.0,0.0,2600.0,669
,108.0,108.0,0.0,108.0,100.0,100.0,0.0,100.0,2.16,2.0,2.0,1.08,0.0,1.08,1.0,0.0,1.0,1.0,0.0,1.0,1.1,80.0,0.0,0.0,0.0,2600.0,665
,108.0,108.0,0.0,108.0,100.0,100.0,0.0,100.0,2.16,2.0,2.0,1.08,0.0,1.08,1.0,0.0,1.0,1.0,0.0,1.0,1.1,70.0,0.0,0.0,0.0,2600.0,665
,108.4,107.5,0.0,109.0,100.0,100.0,0.0,100.0,5.42,5.0,5.0,2.15,0.0,3.27,2.0,0.0,3.0,2.0,0.0,3.0,1.1,60.0,0.0,0.0,0.0,2600.0,664
,107.5,106.0,0.0,109.0,100.0,100.0,0.0,100.0,6.45,6.0,6.0,3.18,0.0,3.27,3.0,0.0,3.0,3.0,0.0,3.0,1.1,50.0,0.0,0.0,0.0,2600.0,662
,106.86,105.25,0.0,109.0,100.0,100.0,0.0,100.0,7.48,7.0,7.0,4.21,0.0,3.27,4.0,0.0,3.0,4.0,0.0,3.0,1.1,45.0,0.0,0.0,0.0,2600.0,661
,106.86,105.25,0.0,109.0,100.0,100.0,0.0,100.0,7.48,7.0,7.0,4.21,0.0,3.27,4.0,0.0,3.0,4.0,0.0,3.0,1.1,40.0,0.0,0.0,0.0,2600.0,672
,108.09,107.75,0.0,109.0,100.0,100.0,0.0,100.0,11.89,11.0,11.0,8.62,0.0,3.27,8.0,0.0,3.0,8.0,0.0,3.0,1.15,90.0,0.0,0.0,0.0,2600.0,681
,101.07,98.0,0.0,109.5,93.33,90.91,0.0,100.0,15.16,15.0,14.0,10.78,0.0,4.38,10.0,0.0,4.0,11.0,0.0,4.0,1.15,80.0,0.0,0.0,0.0,2600.0,674
,98.86,95.71,0.0,109.6,90.91,88.24,0.0,100.0,21.75,22.0,20.0,16.27,0.0,5.48,15.0,0.0,5.0,17.0,0.0,5.0,1.15,70.0,0.0,0.0,0.0,2600.0,676
,94.32,94.9,0.0,91.33,86.49,87.1,0.0,83.33,34.9,37.0,32.0,29.42,0.0,5.48,27.0,0.0,5.0,31.0,0.0,6.0,1.15,60.0,0.0,0.0,0.0,2600.0,675
,97.21,99.26,0.0,88.4,88.68,90.7,0.0,80.0,51.52,53.0,47.0,42.68,0.0,8.84,39.0,0.0,8.0,43.0,0.0,10.0,1.15,50.0,0.0,0.0,0.0,2600.0,675
,97.53,98.56,0.0,93.25,88.71,90.0,0.0,83.33,60.47,62.0,55.0,49.28,0.0,11.19,45.0,0.0,10.0,50.0,0.0,12.0,1.15,45.0,0.0,0.0,0.0,2600.0,681
,96.28,96.98,0.0,93.25,87.5,88.46,0.0,83.33,61.62,64.0,56.0,50.43,0.0,11.19,46.0,0.0,10.0,52.0,0.0,12.0,1.15,40.0,0.0,0.0,0.0,2600.0,681
,95.9,95.87,0.0,96.12,87.3,87.27,0.0,87.5,60.42,63.0,55.0,52.73,0.0,7.69,48.0,0.0,7.0,55.0,0.0,8.0,1.2,90.0,0.0,0.0,0.0,2600.0,677
,92.63,94.75,0.0,80.17,83.87,85.85,0.0,72.22,114.86,124.0,104.0,100.43,0.0,14.43,91.0,0.0,13.0,106.0,0.0,18.0,1.2,80.0,0.0,0.0,0.0,2600.0,672
,92.3,94.44,0.0,80.88,83.64,85.61,0.0,73.08,152.3,165.0,138.0,131.27,0.0,21.03,119.0,0.0,19.0,139.0,0.0,26.0,1.2,70.0,0.0,0.0,0.0,2600.0,667
,93.22,94.68,0.0,85.92,84.19,85.64,0.0,76.92,218.14,234.0,197.0,184.63,0.0,33.51,167.0,0.0,30.0,195.0,0.0,39.0,1.2,60.0,0.0,0.0,0.0,2600.0,669
,93.48,94.82,0.0,87.14,84.27,85.59,0.0,78.0,267.35,286.0,241.0,223.78,0.0,43.57,202.0,0.0,39.0,236.0,0.0,50.0,1.2,50.0,0.0,0.0,0.0,2600.0,671
,93.65,94.3,0.0,90.72,84.23,85.0,0.0,80.7,296.88,317.0,267.0,245.17,0.0,51.71,221.0,0.0,46.0,260.0,0.0,57.0,1.2,45.0,0.0,0.0,0.0,2600.0,676
,93.7,94.8,0.0,88.52,84.2,85.37,0.0,78.69,326.07,348.0,293.0,272.07,0.0,54.0,245.0,0.0,48.0,287.0,0.0,61.0,1.2,40.0,0.0,0.0,0.0,2600.0,671
,91.02,91.95,0.0,86.28,80.78,81.67,0.0,76.34,719.93,791.0,639.0,606.9,0.0,113.03,539.0,0.0,100.0,660.0,0.0,131.0,1.3,90.0,0.0,0.0,0.0,2600.0,672
,92.06,92.69,0.0,89.2,81.22,81.84,0.0,78.41,892.05,969.0,787.0,735.06,0.0,156.99,649.0,0.0,138.0,793.0,0.0,176.0,1.3,80.0,0.0,0.0,0.0,2600.0,674
,91.71,92.24,0.0,89.39,80.64,81.17,0.0,78.33,1004.27,1095.0,883.0,822.81,0.0,181.46,724.0,0.0,159.0,892.0,0.0,203.0,1.3,70.0,0.0,0.0,0.0,2600.0,675
,92.0,92.52,0.0,89.82,80.45,80.95,0.0,78.37,1176.67,1279.0,1029.0,956.62,0.0,220.05,837.0,0.0,192.0,1034.0,0.0,245.0,1.3,60.0,0.0,0.0,0.0,2600.0,679
,91.59,91.9,0.0,90.31,79.89,80.21,0.0,78.49,1274.97,1392.0,1112.0,1035.66,0.0,239.31,904.0,0.0,208.0,1127.0,0.0,265.0,1.3,50.0,0.0,0.0,0.0,2600.0,680
,91.38,91.8,0.0,89.61,79.5,79.95,0.0,77.62,1355.18,1483.0,1179.0,1098.9,0.0,256.28,957.0,0.0,222.0,1197.0,0.0,286.0,1.3,45.0,0.0,0.0,0.0,2600.0,682
,90.86,91.16,0.0,89.57,78.94,79.26,0.0,77.59,1389.2,1529.0,1207.0,1129.45,0.0,259.75,982.0,0.0,225.0,1239.0,0.0,290.0,1.3,40.0,0.0,0.0,0.0,2600.0,684
,89.64,89.96,0.0,88.25,76.9,77.14,0.0,75.84,1722.91,1922.0,1478.0,1408.74,0.0,314.17,1208.0,0.0,270.0,1566.0,0.0,356.0,1.4,90.0,0.0,0.0,0.0,2600.0,691
,90.61,90.45,0.0,91.26,77.09,77.0,0.0,77.46,2013.26,2222.0,1713.0,1624.5,0.0,388.76,1383.0,0.0,330.0,1796.0,0.0,426.0,1.4,80.0,0.0,0.0,0.0,2600.0,694
,90.56,90.25,0.0,91.82,76.62,76.44,0.0,77.34,2192.5,2421.0,1855.0,1750.84,0.0,441.66,1483.0,0.0,372.0,1940.0,0.0,481.0,1.4,70.0,0.0,0.0,0.0,2600.0,698
,90.1,89.67,0.0,91.84,75.75,75.49,0.0,76.8,2430.11,2697.0,2043.0,1931.4,0.0,498.71,1626.0,0.0,417.0,2154.0,0.0,543.0,1.4,60.0,0.0,0.0,0.0,2600.0,703
,89.87,89.24,0.0,92.36,75.25,74.85,0.0,76.86,2578.36,2869.0,2159.0,2043.62,0.0,534.74,1714.0,0.0,445.0,2290.0,0.0,579.0,1.4,50.0,0.0,0.0,0.0,2600.0,705
,89.72,89.22,0.0,91.67,74.88,74.59,0.0,76.02,2700.6,3010.0,2254.0,2138.64,0.0,561.96,1788.0,0.0,466.0,2397.0,0.0,613.0,1.4,45.0,0.0,0.0,0.0,2600.0,707
,89.71,89.22,0.0,91.62,74.78,74.49,0.0,75.93,2742.4,3057.0,2286.0,2175.26,0.0,567.14,1816.0,0.0,470.0,2438.0,0.0,619.0,1.4,40.0,0.0,0.0,0.0,2600.0,709
,89.38,89.08,0.0,90.63,73.8,73.55,0.0,74.81,3049.7,3412.0,2518.0,2445.23,0.0,604.47,2019.0,0.0,499.0,2745.0,0.0,667.0,1.5,90.0,0.0,0.0,0.0,2600.0,714
,89.36,89.37,0.0,89.3,73.21,73.23,0.0,73.14,3366.02,3767.0,2758.0,2694.46,0.0,671.56,2208.0,0.0,550.0,3015.0,0.0,752.0,1.5,80.0,0.0,0.0,0.0,2600.0,720
,89.07,88.9,0.0,89.73,72.6,72.5,0.0,73.03,3605.41,4048.0,2939.0,2866.94,0.0,738.47,2338.0,0.0,601.0,3225.0,0.0,823.0,1.5,70.0,0.0,0.0,0.0,2600.0,725
,89.22,89.14,0.0,89.54,72.11,72.1,0.0,72.15,3954.18,4432.0,3196.0,3143.85,0.0,810.33,2543.0,0.0,653.0,3527.0,0.0,905.0,1.5,60.0,0.0,0.0,0.0,2600.0,730
,89.26,89.19,0.0,89.54,71.82,71.81,0.0,71.88,4149.85,4649.0,3339.0,3302.76,0.0,847.09,2659.0,0.0,680.0,3703.0,0.0,946.0,1.5,50.0,0.0,0.0,0.0,2600.0,734
,88.76,88.73,0.0,88.83,71.21,71.24,0.0,71.11,4270.01,4811.0,3426.0,3396.77,0.0,873.24,2727.0,0.0,699.0,3828.0,0.0,983.0,1.5,45.0,0.0,0.0,0.0,2600.0,736
,88.69,88.87,0.0,87.98,71.03,71.22,0.0,70.31,4347.45,4902.0,3482.0,3461.54,0.0,885.91,2774.0,0.0,708.0,3895.0,0.0,1007.0,1.5,40.0,0.0,0.0,0.0,2600.0,738
,88.49,88.54,0.0,88.29,70.4,70.41,0.0,70.33,4600.83,5199.0,3660.0,3693.21,0.0,907.62,2937.0,0.0,723.0,4171.0,0.0,1028.0,1.6,90.0,0.0,0.0,0.0,2600.0,744
,88.36,88.22,0.0,88.91,69.74,69.64,0.0,70.11,4998.66,5657.0,3945.0,3984.17,0.0,1014.49,3145.0,0.0,800.0,4516.0,0.0,1141.0,1.6,80.0,0.0,0.0,0.0,2600.0,751
,88.21,88.12,0.0,88.54,69.19,69.14,0.0,69.38,5316.26,6027.0,4170.0,4237.89,0.0,1078.37,3325.0,0.0,845.0,4809.0,0.0,1218.0,1.6,70.0,0.0,0.0,0.0,2600.0,757
,88.33,88.15,0.0,89.05,68.79,68.67,0.0,69.23,5696.33,6449.0,4436.0,4538.62,0.0,1157.71,3536.0,0.0,900.0,5149.0,0.0,1300.0,1.6,60.0,0.0,0.0,0.0,2600.0,765
,88.31,88.11,0.0,89.11,68.4,68.28,0.0,68.89,5969.69,6760.0,4624.0,4755.1,0.0,1214.59,3685.0,0.0,939.0,5397.0,0.0,1363.0,1.6,50.0,0.0,0.0,0.0,2600.0,770
,88.44,88.24,0.0,89.23,68.23,68.12,0.0,68.69,6174.87,6982.0,4764.0,4912.31,0.0,1262.56,3792.0,0.0,972.0,5567.0,0.0,1415.0,1.6,45.0,0.0,0.0,0.0,2600.0,774
,88.44,88.18,0.0,89.44,68.12,67.96,0.0,68.73,6265.68,7085.0,4826.0,4981.33,0.0,1284.35,3839.0,0.0,987.0,5649.0,0.0,1436.0,1.6,40.0,0.0,0.0,0.0,2600.0,777
,88.59,88.45,0.0,89.18,68.06,67.95,0.0,68.5,6321.03,7135.0,4856.0,5052.92,0.0,1268.11,3882.0,0.0,974.0,5713.0,0.0,1422.0,1.7,90.0,0.0,0.0,0.0,2600.0,777
,88.45,88.34,0.0,88.9,67.38,67.28,0.0,67.75,6816.23,7706.0,5192.0,5448.97,0.0,1367.26,4150.0,0.0,1042.0,6168.0,0.0,1538.0,1.7,80.0,0.0,0.0,0.0,2600.0,787
,88.74,88.63,0.0,89.16,67.13,67.04,0.0,67.48,7223.98,8141.0,5465.0,5770.67,0.0,1453.31,4365.0,0.0,1100.0,6511.0,0.0,1630.0,1.7,70.0,0.0,0.0,0.0,2600.0,793
,88.86,88.8,0.0,89.1,66.69,66.62,0.0,66.96,7682.78,8646.0,5766.0,6137.87,0.0,1544.91,4605.0,0.0,1161.0,6912.0,0.0,1734.0,1.7,60.0,0.0,0.0,0.0,2600.0,803
,88.94,88.98,0.0,88.77,66.33,66.32,0.0,66.39,8040.88,9041.0,5997.0,6437.64,0.0,1603.24,4798.0,0.0,1199.0,7235.0,0.0,1806.0,1.7,50.0,0.0,0.0,0.0,2600.0,810
,88.82,88.81,0.0,88.85,66.01,65.99,0.0,66.1,8250.27,9289.0,6132.0,6588.78,0.0,1661.49,4896.0,0.0,1236.0,7419.0,0.0,1870.0,1.7,45.0,0.0,0.0,0.0,2600.0,816
,88.76,88.75,0.0,88.8,65.86,65.85,0.0,65.91,8350.6,9408.0,6196.0,6662.48,0.0,1688.12,4943.0,0.0,1253.0,7507.0,0.0,1901.0,1.7,40.0,0.0,0.0,0.0,2600.0,815
