gid,gset,mplay,mtid,gplay,gtid,qj,qs,qr,kend,kwin,kwinrq,tweek,tplay,tsell,cid,pwin9,pdraw9,plost9,kwin_sta
560847,K1联赛,全北,1609,蔚山现代,1603,1.0,1.0,0.0,1,1.0,-1.0,3,2016-08-03,2016-08-03 17:55:00,1,1.41,4.15,5.6,3.0
613848,球会友谊,布罗姆,3147,水晶宫,516,1.0,2.0,0.0,1,0.0,-1.0,2,2016-08-03,2016-08-02 23:55:00,1,5.65,4.4,1.38,0.0
613881,美冠杯,帕丘卡,1888,CD奥林,3361,1.0,0.0,0.0,1,3.0,-1.0,2,2016-08-03,2016-08-03 09:55:00,1,1.09,6.9,14.8,3.0
614029,球会友谊,克姆尼茨,947,门兴,1089,0.0,1.0,0.0,1,0.0,-1.0,2,2016-08-03,2016-08-02 23:55:00,1,8.6,5.35,1.21,0.0
612549,俄超,克拉斯,5872,托姆斯,2324,3.0,0.0,0.0,1,3.0,-1.0,1,2016-08-02,2016-08-01 23:55:00,1,1.24,4.7,9.2,3.0
613196,球会友谊,托基联,1237,西布罗,1284,2.0,1.0,0.0,1,3.0,-1.0,1,2016-08-02,2016-08-01 23:55:00,1,6.5,4.6,1.32,0.0
613844,球会友谊,那不勒,1125,尼斯,1134,3.0,0.0,0.0,1,3.0,-1.0,1,2016-08-02,2016-08-01 23:55:00,1,1.18,5.55,9.8,3.0
561720,挪超,奥德,601,布兰,722,1.0,3.0,0.0,1,0.0,-1.0,0,2016-08-01,2016-07-31 23:55:00,1,1.62,3.5,4.45,3.0
561721,挪超,斯特罗,407,斯塔贝,507,2.0,2.0,0.0,1,1.0,-1.0,0,2016-08-01,2016-08-01 00:55:00,1,1.35,4.5,6.0,3.0
559828,日职乙,清水,1178,岐阜,5184,2.0,0.0,0.0,1,3.0,-1.0,0,2016-07-31,2016-07-31 16:55:00,1,1.32,4.45,6.8,3.0
562433,瑞典超,索尔纳,215,法尔肯,1661,2.0,0.0,0.0,1,3.0,-1.0,0,2016-07-31,2016-07-31 23:25:00,1,1.22,5.25,8.45,3.0
562434,瑞典超,赫根,850,辛堡,865,1.0,1.0,0.0,1,1.0,-1.0,0,2016-07-31,2016-07-31 23:25:00,1,1.34,4.65,5.95,3.0
568880,巴甲,圣保罗,1385,沙佩科,6184,2.0,2.0,0.0,1,1.0,-1.0,0,2016-07-31,2016-07-31 21:55:00,1,1.4,3.85,6.45,3.0
568882,巴甲,米内罗,1570,圣克鲁,3423,3.0,0.0,0.0,1,3.0,-1.0,6,2016-07-31,2016-07-31 00:55:00,1,1.25,4.9,7.95,3.0
573111,比甲,沙勒罗,742,华斯兰,2124,1.0,0.0,0.0,1,3.0,-1.0,6,2016-07-31,2016-07-31 00:55:00,1,1.41,4.05,5.78,3.0
579211,吉尼斯杯,国米,846,拜仁,664,1.0,4.0,0.0,1,0.0,-1.0,6,2016-07-31,2016-07-31 00:55:00,1,5.3,4.0,1.45,0.0
579213,吉尼斯杯,巴萨,653,凯尔特,926,3.0,1.0,0.0,1,3.0,-1.0,6,2016-07-31,2016-07-31 00:55:00,1,1.16,5.8,10.5,3.0
612407,智甲,天主大,1718,科布雷萨,1905,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-31,2016-07-31 00:55:00,1,1.28,4.9,7.0,3.0
612546,俄超,莫斯巴,1114,图拉,7149,4.0,0.0,0.0,1,3.0,-1.0,0,2016-07-31,2016-07-31 22:55:00,1,1.36,4.1,6.7,3.0
613118,球会友谊,加拉塔,896,曼联,1075,2.0,5.0,0.0,1,0.0,-1.0,6,2016-07-31,2016-07-31 00:55:00,1,7.1,5.0,1.27,0.0
613191,球会友谊,墨尔本,3615,马竞技,1046,1.0,0.0,0.0,1,3.0,-1.0,0,2016-07-31,2016-07-31 11:55:00,1,6.2,4.3,1.36,0.0
559441,日职,横滨,870,名古屋,1100,0.0,0.0,0.0,1,1.0,-1.0,6,2016-07-30,2016-07-30 17:55:00,1,1.44,4.15,5.2,3.0
559442,日职,湘南,3838,川崎,2272,2.0,3.0,0.0,1,0.0,-1.0,6,2016-07-30,2016-07-30 17:55:00,1,5.55,4.35,1.39,0.0
559443,日职,甲府,3196,浦和,1164,0.0,2.0,0.0,1,0.0,-1.0,6,2016-07-30,2016-07-30 16:55:00,1,7.5,4.8,1.27,0.0
560823,K1联赛,全北,1609,光州FC,6477,3.0,0.0,0.0,1,3.0,-1.0,6,2016-07-30,2016-07-30 17:55:00,1,1.4,4.15,5.75,3.0
561715,挪超,萨堡,3418,斯达,508,1.0,0.0,0.0,1,3.0,-1.0,5,2016-07-30,2016-07-29 23:55:00,1,1.27,4.7,7.75,3.0
604587,苏联赛杯,邓迪,784,福弗尔,4943,7.0,0.0,0.0,1,3.0,-1.0,6,2016-07-30,2016-07-30 21:55:00,1,1.13,6.5,11.0,3.0
604597,苏联赛杯,圣约翰,401,斯特宁,1732,4.0,0.0,0.0,1,3.0,-1.0,6,2016-07-30,2016-07-30 21:55:00,1,1.08,7.0,16.5,3.0
604626,苏联赛杯,帕尔蒂,1148,女王FC,1733,2.0,0.0,0.0,1,3.0,-1.0,6,2016-07-30,2016-07-30 21:55:00,1,1.14,6.0,11.7,3.0
604637,苏联赛杯,斯青维尔,1734,马瑟韦,1065,0.0,3.0,0.0,1,0.0,-1.0,6,2016-07-30,2016-07-30 21:55:00,1,5.35,4.2,1.42,0.0
604646,苏联赛杯,哈密尔,1916,利云斯,1014,2.0,1.0,0.0,1,3.0,-1.0,6,2016-07-30,2016-07-30 21:55:00,1,1.28,4.8,7.2,3.0
604656,苏联赛杯,基马诺,888,艾比安,1724,0.0,0.0,0.0,1,1.0,-1.0,6,2016-07-30,2016-07-30 21:55:00,1,1.31,4.6,6.8,3.0
613145,球会友谊,格罗宁,834,南安普,1128,0.0,1.0,0.0,1,0.0,-1.0,6,2016-07-30,2016-07-30 21:25:00,1,4.3,3.8,1.58,0.0
610184,欧罗巴,亨克,840,科克城,1396,1.0,0.0,0.0,1,3.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.24,4.6,9.5,3.0
610186,欧罗巴,多姆扎,1982,西汉姆,1286,2.0,1.0,0.0,1,3.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,6.75,3.9,1.38,0.0
610188,欧罗巴,哥德堡,823,赫尔辛,866,1.0,2.0,0.0,1,0.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.28,4.4,8.3,3.0
610189,欧罗巴,草蜢,737,阿波罗,2515,2.0,1.0,0.0,1,3.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.42,3.8,6.2,3.0
610192,欧罗巴,里尔,998,盖贝莱,6731,1.0,1.0,0.0,1,1.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.18,4.8,13.5,3.0
610195,欧罗巴,帕纳辛,1160,索尔纳,215,1.0,0.0,0.0,1,3.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.5,3.6,5.4,3.0
610196,欧罗巴,赫塔,659,布隆德,668,1.0,0.0,0.0,1,3.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.32,4.2,7.5,3.0
610198,欧罗巴,阿尔克,224,基安尼,289,1.0,0.0,0.0,1,3.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.08,6.9,17.0,3.0
610199,欧罗巴,埃蒂安,494,雅典,213,0.0,0.0,0.0,1,1.0,-1.0,4,2016-07-29,2016-07-28 23:55:00,1,1.46,3.65,5.85,3.0
595923,巴西杯,派瑞加RS,8080,弗鲁米,1578,0.0,2.0,0.0,1,0.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,5.4,3.7,1.49,0.0
595924,巴西杯,博塔弗,1568,巴甘蒂,3343,1.0,0.0,0.0,1,3.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,1.34,4.2,6.9,3.0
604645,苏联赛杯,爱丁堡,3903,哈密尔,1916,2.0,4.0,0.0,1,0.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,8.5,5.2,1.22,0.0
606836,解放者杯,国民竞技,2827,德尔瓦,6165,1.0,0.0,0.0,1,3.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,1.31,4.2,7.8,3.0
608300,墨西杯,拉古纳,1900,英迪欧斯,5342,1.0,1.0,0.0,1,1.0,-1.0,3,2016-07-28,2016-07-28 09:55:00,1,1.32,4.45,6.8,3.0
610035,欧冠,奥林匹,616,贝尔谢,1419,0.0,0.0,0.0,1,1.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,1.18,5.15,11.5,3.0
611891,球会友谊,特温特,1231,南安普,1128,1.0,2.0,0.0,1,0.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,5.8,4.4,1.37,0.0
611893,球会友谊,温布尔,1267,水晶宫,516,2.0,3.0,0.0,1,0.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,5.7,4.2,1.4,0.0
612019,球会友谊,本菲卡,678,都灵,776,1.0,1.0,0.0,1,1.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,1.34,4.5,6.2,3.0
612020,球会友谊,斯文登,510,斯旺西,511,0.0,3.0,0.0,1,0.0,-1.0,3,2016-07-28,2016-07-27 23:55:00,1,5.7,4.2,1.4,0.0
604585,苏联赛杯,彼得克,1727,邓迪,784,2.0,1.0,0.0,1,3.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,5.3,4.15,1.43,0.0
604594,苏联赛杯,布里金,1725,圣约翰,401,1.0,1.0,0.0,1,1.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,5.8,4.5,1.36,0.0
604614,苏联赛杯,艾洛亚,1730,罗斯郡,1719,3.0,2.0,0.0,1,3.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,5.15,3.8,1.49,0.0
604625,苏联赛杯,斯滕豪斯,1726,帕尔蒂,1148,1.0,4.0,0.0,1,0.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,6.7,4.5,1.32,0.0
604655,苏联赛杯,巴维克,1731,基马诺,888,2.0,3.0,0.0,1,0.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,6.0,4.4,1.36,0.0
608270,墨西杯,瓜达拉,1896,美洲虎,1902,1.0,4.0,0.0,1,0.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,1.4,3.9,6.3,3.0
608288,墨西杯,美洲队,533,扎卡特,7487,4.0,1.0,0.0,1,3.0,-1.0,2,2016-07-27,2016-07-27 09:55:00,1,1.12,6.25,13.0,3.0
610029,欧冠,布拉格,717,布加勒,712,1.0,1.0,0.0,1,1.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,1.46,3.7,5.8,3.0
610031,欧冠,矿工,449,年轻人,1177,2.0,0.0,0.0,1,3.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,1.25,4.8,8.25,3.0
610032,欧冠,阿贾克,540,塞萨洛,367,1.0,1.0,0.0,1,1.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,1.5,3.56,5.5,3.0
610139,球会友谊,米尔顿,2023,埃弗顿,565,1.0,3.0,0.0,1,0.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,7.6,4.9,1.26,0.0
610360,欧冠,巴特,2692,邓多克,2412,1.0,0.0,0.0,1,3.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,1.3,4.2,8.2,3.0
610363,欧冠,比尔森,1167,卡拉巴,1546,0.0,0.0,0.0,1,1.0,-1.0,2,2016-07-27,2016-07-26 23:55:00,1,1.43,3.45,7.15,3.0
611888,球会友谊,莱比锡,970,踢球者,7389,2.0,0.0,0.0,1,3.0,-1.0,3,2016-07-27,2016-07-27 22:55:00,1,1.39,4.25,5.75,3.0
562425,瑞典超,佐加顿,1355,松兹瓦,1202,1.0,3.0,0.0,1,0.0,-1.0,1,2016-07-26,2016-07-25 23:55:00,1,1.5,3.8,5.0,3.0
568869,巴甲,弗拉门,1577,米美洲,6212,2.0,1.0,0.0,1,3.0,-1.0,1,2016-07-26,2016-07-25 23:55:00,1,1.22,4.9,9.5,3.0
610027,球会友谊,科尔切,816,水晶宫,516,0.0,1.0,0.0,1,0.0,-1.0,1,2016-07-26,2016-07-25 23:55:00,1,6.9,4.65,1.3,0.0
559823,日职乙,札幌,4126,岐阜,5184,5.0,0.0,0.0,1,3.0,-1.0,1,2016-07-25,2016-07-25 17:55:00,1,1.57,3.45,4.95,3.0
568872,巴甲,克鲁塞,1575,累体育,3988,1.0,2.0,0.0,1,0.0,-1.0,0,2016-07-25,2016-07-25 00:55:00,1,1.46,3.92,5.3,3.0
559814,日职乙,赞岐,6069,樱花,753,2.0,1.0,0.0,1,3.0,-1.0,0,2016-07-24,2016-07-24 16:55:00,1,6.6,4.05,1.37,0.0
562430,瑞典超,哥德堡,823,延雪平,3422,2.0,1.0,0.0,1,3.0,-1.0,0,2016-07-24,2016-07-24 23:25:00,1,1.22,5.0,9.1,3.0
568870,巴甲,科林蒂,1572,费古埃,1576,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-24,2016-07-24 00:55:00,1,1.23,4.7,9.75,3.0
581070,墨西联,莱昂,6945,拿加沙,1890,0.0,0.0,0.0,1,1.0,-1.0,6,2016-07-24,2016-07-24 00:55:00,1,1.45,4.0,5.3,3.0
581071,墨西联,美洲队,533,托卢卡,1887,3.0,1.0,0.0,1,3.0,-1.0,6,2016-07-24,2016-07-24 09:55:00,1,1.45,4.0,5.3,3.0
561707,挪超,布兰,722,奥勒松,546,6.0,0.0,0.0,1,3.0,-1.0,5,2016-07-23,2016-07-22 23:55:00,1,1.32,4.4,7.0,3.0
561708,挪超,罗森博,1035,海于松,3488,6.0,0.0,0.0,1,3.0,-1.0,6,2016-07-23,2016-07-23 21:25:00,1,1.31,4.6,6.75,3.0
562431,瑞典超,马尔默,1051,卡尔马,913,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-23,2016-07-23 21:55:00,1,1.31,4.5,7.0,3.0
562432,瑞典超,北雪平,1663,耶夫勒,2640,2.0,0.0,0.0,1,3.0,-1.0,6,2016-07-23,2016-07-23 21:55:00,1,1.18,5.75,9.25,3.0
579204,吉尼斯杯,墨尔本,3615,尤文,1330,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-23,2016-07-23 16:55:00,1,5.4,4.35,1.4,0.0
604582,苏联赛杯,邓迪,784,邓巴顿,1928,6.0,2.0,0.0,1,3.0,-1.0,6,2016-07-23,2016-07-23 21:55:00,1,1.14,5.95,12.0,3.0
604613,苏联赛杯,罗斯郡,1719,拉茨流,1917,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-23,2016-07-23 21:55:00,1,1.48,3.85,5.17,3.0
604633,苏联赛杯,安南竞技,3902,马瑟韦,1065,1.0,3.0,0.0,1,0.0,-1.0,6,2016-07-23,2016-07-23 21:55:00,1,8.3,5.5,1.21,0.0
604653,苏联赛杯,基马诺,888,摩顿,3542,0.0,2.0,0.0,1,0.0,-1.0,6,2016-07-23,2016-07-23 21:55:00,1,1.5,3.7,5.25,3.0
599082,欧罗巴,布隆德,668,希伯尼,1393,0.0,1.0,0.0,1,0.0,-1.0,4,2016-07-22,2016-07-21 23:55:00,1,1.31,4.3,7.5,3.0
599087,欧罗巴,草蜢,737,雷克雅,994,2.0,1.0,0.0,1,3.0,-1.0,4,2016-07-22,2016-07-21 23:55:00,1,1.15,6.25,10.0,3.0
599097,欧罗巴,萨火车,5843,罗瓦涅,1371,3.0,0.0,0.0,1,3.0,-1.0,4,2016-07-22,2016-07-21 23:55:00,1,1.33,4.25,7.1,3.0
599102,欧罗巴,康纳斯,1934,伏伊伏丁,2337,1.0,2.0,0.0,1,0.0,-1.0,4,2016-07-22,2016-07-21 23:55:00,1,8.3,4.65,1.26,0.0
599104,欧罗巴,哥德堡,823,皮亚斯,2532,0.0,0.0,0.0,1,1.0,-1.0,4,2016-07-22,2016-07-21 23:55:00,1,1.2,5.3,9.3,3.0
609957,球会友谊,基尔,1915,沙尔克,478,1.0,2.0,0.0,1,0.0,-1.0,5,2016-07-22,2016-07-22 23:25:00,1,6.8,4.7,1.3,0.0
595927,巴西杯,克鲁塞,1575,维多利,1589,2.0,1.0,0.0,1,3.0,-1.0,3,2016-07-21,2016-07-20 23:55:00,1,1.47,3.9,5.2,3.0
597836,球会友谊,沃尔贝,3100,切尔西,1173,0.0,3.0,0.0,1,0.0,-1.0,3,2016-07-21,2016-07-20 23:55:00,1,6.65,5.05,1.28,0.0
597839,公开赛,芝加哥,1349,劳德代,6901,3.0,0.0,0.0,1,3.0,-1.0,3,2016-07-21,2016-07-20 23:55:00,1,1.38,4.2,6.0,3.0
598252,欧冠,特伦钦,1971,奥匹亚,615,2.0,3.0,0.0,1,0.0,-1.0,3,2016-07-21,2016-07-20 23:55:00,1,1.37,4.2,6.2,3.0
606833,球会友谊,拜仁,664,曼城,1072,1.0,0.0,0.0,1,3.0,-1.0,3,2016-07-21,2016-07-20 23:55:00,1,1.62,3.77,4.05,3.0
608287,墨西杯,维纳多,6963,美洲队,533,0.0,3.0,0.0,1,0.0,-1.0,3,2016-07-21,2016-07-21 09:25:00,1,6.15,4.15,1.38,0.0
559812,日职乙,清水,1178,东京,775,0.0,1.0,0.0,1,0.0,-1.0,3,2016-07-20,2016-07-20 17:55:00,1,1.42,4.0,5.7,3.0
598242,欧冠,希腊人,2510,新圣徒,977,3.0,0.0,0.0,1,3.0,-1.0,2,2016-07-20,2016-07-19 23:55:00,1,1.13,6.2,12.0,3.0
598246,欧冠,华沙,1004,兹林尼,1341,2.0,0.0,0.0,1,3.0,-1.0,2,2016-07-20,2016-07-19 23:55:00,1,1.33,4.2,7.2,3.0
604600,苏联赛杯,邓迪联,765,考登比,1736,6.0,1.0,0.0,1,3.0,-1.0,2,2016-07-20,2016-07-19 23:55:00,1,1.18,5.65,9.5,3.0
606808,球会友谊,西汉姆,1286,斯洛瓦,509,2.0,2.0,0.0,1,1.0,-1.0,2,2016-07-20,2016-07-19 23:55:00,1,1.3,4.75,6.7,3.0
606813,球会友谊,牛津联,1135,莱切城,973,1.0,2.0,0.0,1,0.0,-1.0,2,2016-07-20,2016-07-19 23:55:00,1,6.9,4.4,1.32,0.0
608275,墨西杯,蓝十字,1893,特彼斯,7486,2.0,0.0,0.0,1,3.0,-1.0,2,2016-07-20,2016-07-20 09:55:00,1,1.29,4.55,7.45,3.0
608436,球会友谊,阿尔克,224,福利特,3842,5.0,0.0,0.0,1,3.0,-1.0,3,2016-07-20,2016-07-20 19:55:00,1,1.25,5.4,7.0,3.0
568862,巴甲,米内罗,1570,科里蒂,1573,2.0,1.0,0.0,1,3.0,-1.0,1,2016-07-19,2016-07-18 23:55:00,1,1.48,3.68,5.5,3.0
561704,挪超,莫尔德,1109,斯达,508,2.0,2.0,0.0,1,1.0,-1.0,0,2016-07-18,2016-07-17 23:55:00,1,1.18,5.65,9.5,3.0
559423,日职,浦和,1164,大宫,2273,2.0,2.0,0.0,1,1.0,-1.0,0,2016-07-17,2016-07-17 17:55:00,1,1.23,5.0,8.6,3.0
559425,日职,甲府,3196,鹿岛,1029,3.0,3.0,0.0,1,1.0,-1.0,0,2016-07-17,2016-07-17 16:55:00,1,8.0,4.75,1.26,0.0
559428,日职,大阪,752,福冈,808,0.0,0.0,0.0,1,1.0,-1.0,0,2016-07-17,2016-07-17 17:55:00,1,1.32,4.45,6.8,3.0
561428,美职联,白帽,4285,奥兰多城,6555,2.0,2.0,0.0,1,1.0,-1.0,6,2016-07-17,2016-07-17 09:55:00,1,1.33,4.55,6.35,3.0
561431,美职联,达拉斯,750,芝加哥,1349,3.0,1.0,0.0,1,3.0,-1.0,6,2016-07-17,2016-07-17 00:55:00,1,1.37,4.1,6.45,3.0
561701,挪超,奥勒松,546,罗森博,1035,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-17,2016-07-16 23:55:00,1,6.45,4.8,1.31,0.0
561702,挪超,斯特罗,407,特罗姆,1226,1.0,0.0,0.0,1,3.0,-1.0,0,2016-07-17,2016-07-17 21:25:00,1,1.38,4.45,5.6,3.0
562420,瑞典超,哈马比,852,法尔肯,1661,3.0,3.0,0.0,1,1.0,-1.0,0,2016-07-17,2016-07-17 23:25:00,1,1.26,4.9,7.6,3.0
568861,巴甲,桑托斯,472,庞特普,1586,3.0,1.0,0.0,1,3.0,-1.0,6,2016-07-17,2016-07-17 00:55:00,1,1.32,4.5,6.7,3.0
581059,墨西联,蒙特雷,1894,普埃布,1899,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-17,2016-07-17 00:55:00,1,1.35,4.35,6.3,3.0
581061,墨西联,美洲队,533,美洲虎,1902,2.0,0.0,0.0,1,3.0,-1.0,6,2016-07-17,2016-07-17 09:55:00,1,1.2,5.5,8.8,3.0
604953,球会友谊,本菲卡,678,德比郡,760,4.0,0.0,0.0,1,3.0,-1.0,6,2016-07-17,2016-07-17 00:55:00,1,1.38,4.35,5.75,3.0
606092,球会友谊,罗马,1032,格罗兹,4469,3.0,2.0,0.0,1,3.0,-1.0,0,2016-07-17,2016-07-17 22:55:00,1,1.3,4.65,6.9,3.0
604578,苏联赛杯,东法夫,1935,邓迪,784,1.0,1.0,0.0,1,1.0,-1.0,6,2016-07-16,2016-07-16 21:55:00,1,7.15,5.1,1.26,0.0
604588,苏联赛杯,艾珍城,1933,圣约翰,401,1.0,3.0,0.0,1,0.0,-1.0,6,2016-07-16,2016-07-16 21:55:00,1,8.0,5.25,1.23,0.0
604598,苏联赛杯,阿布罗斯,2147,邓迪联,765,1.0,1.0,0.0,1,1.0,-1.0,5,2016-07-16,2016-07-15 23:55:00,1,8.4,5.25,1.22,0.0
604599,苏联赛杯,考登比,1736,伊凡尼,1363,1.0,2.0,0.0,1,0.0,-1.0,6,2016-07-16,2016-07-16 21:55:00,1,8.0,5.4,1.22,0.0
604609,苏联赛杯,蒙察斯,2146,罗斯郡,1719,0.0,1.0,0.0,1,0.0,-1.0,6,2016-07-16,2016-07-16 21:55:00,1,10.5,6.4,1.14,0.0
604618,苏联赛杯,艾尔德,1721,帕尔蒂,1148,0.0,1.0,0.0,1,0.0,-1.0,5,2016-07-16,2016-07-15 23:55:00,1,5.5,4.1,1.42,0.0
604939,球会友谊,苏黎世,1204,门兴,1089,2.0,1.0,0.0,1,3.0,-1.0,5,2016-07-16,2016-07-15 23:55:00,1,5.05,4.6,1.4,0.0
604985,球会友谊,慕尼黑,1121,多特,786,1.0,0.0,0.0,1,3.0,-1.0,6,2016-07-16,2016-07-16 22:55:00,1,7.0,5.4,1.25,0.0
579788,解放者杯,博卡,705,德尔瓦,6165,2.0,3.0,0.0,1,0.0,-1.0,4,2016-07-15,2016-07-14 23:55:00,1,1.22,4.9,9.5,3.0
599116,欧罗巴,中日兰,1096,瓦杜兹,1531,3.0,0.0,0.0,1,3.0,-1.0,4,2016-07-15,2016-07-14 23:55:00,1,1.3,4.5,7.25,3.0
599122,欧罗巴,雷克雅,994,草蜢,737,3.0,3.0,0.0,1,1.0,-1.0,4,2016-07-15,2016-07-14 23:55:00,1,5.25,3.8,1.48,0.0
599124,欧罗巴,阿伯丁,527,文茨皮,1429,3.0,0.0,0.0,1,3.0,-1.0,4,2016-07-15,2016-07-14 23:55:00,1,1.27,4.4,8.7,3.0
599125,欧罗巴,赫根,850,科克城,1396,1.0,1.0,0.0,1,1.0,-1.0,4,2016-07-15,2016-07-14 23:55:00,1,1.32,4.25,7.3,3.0
604883,球会友谊,国米,846,索陆军,1208,1.0,2.0,0.0,1,0.0,-1.0,4,2016-07-15,2016-07-14 23:55:00,1,1.14,6.05,11.5,3.0
561423,美职联,纽约,1139,奥兰多城,6555,2.0,0.0,0.0,1,3.0,-1.0,3,2016-07-14,2016-07-13 23:55:00,1,1.36,4.35,6.1,3.0
595930,巴西杯,达伽马,1588,圣克鲁,3423,1.0,1.0,0.0,1,1.0,-1.0,3,2016-07-14,2016-07-13 23:55:00,1,1.34,4.15,7.15,3.0
598232,欧冠,罗森博,1035,北雪平,1663,3.0,1.0,0.0,1,3.0,-1.0,3,2016-07-14,2016-07-13 23:55:00,1,1.41,4.15,5.6,3.0
598235,欧冠,十字军,4863,哥本哈,819,0.0,3.0,0.0,1,0.0,-1.0,3,2016-07-14,2016-07-13 23:55:00,1,7.7,5.0,1.25,0.0
599114,欧罗巴,明迪纳,1101,圣帕特,1378,1.0,1.0,0.0,1,1.0,-1.0,4,2016-07-14,2016-07-14 23:25:00,1,1.14,5.4,15.0,3.0
604670,球会友谊,福利特,3842,利物浦,1011,0.0,5.0,0.0,1,0.0,-1.0,3,2016-07-14,2016-07-13 23:55:00,1,7.25,4.5,1.3,0.0
559414,日职,仙台,1296,浦和,1164,0.0,1.0,0.0,1,0.0,-1.0,3,2016-07-13,2016-07-13 17:55:00,1,5.35,4.2,1.42,0.0
559415,日职,鹿岛,1029,名古屋,1100,3.0,0.0,0.0,1,3.0,-1.0,3,2016-07-13,2016-07-13 17:55:00,1,1.27,4.95,7.2,3.0
580174,韩足杯,首尔FC,1606,全南天龙,1614,0.0,0.0,0.0,1,1.0,-1.0,3,2016-07-13,2016-07-13 18:25:00,1,1.38,4.1,6.2,3.0
598225,欧冠,卡拉巴,1546,迪德朗,780,2.0,0.0,0.0,1,3.0,-1.0,2,2016-07-13,2016-07-12 23:55:00,1,1.09,6.9,15.0,3.0
598228,欧冠,巴特,2692,塞那乔,6492,2.0,0.0,0.0,1,3.0,-1.0,2,2016-07-13,2016-07-12 23:55:00,1,1.13,6.2,12.0,3.0
599060,球会友谊,纳鹰,4290,西汉姆,1286,2.0,2.0,0.0,1,1.0,-1.0,2,2016-07-13,2016-07-12 23:55:00,1,5.6,4.55,1.37,0.0
562415,瑞典超,马尔默,1051,厄勒布,611,1.0,0.0,0.0,1,3.0,-1.0,1,2016-07-12,2016-07-11 23:55:00,1,1.26,4.9,7.6,3.0
561698,挪超,奥德,601,奥勒松,546,4.0,1.0,0.0,1,3.0,-1.0,0,2016-07-11,2016-07-10 23:55:00,1,1.21,5.3,9.2,3.0
568850,巴甲,圣保罗,1385,米美洲,6212,3.0,0.0,0.0,1,3.0,-1.0,0,2016-07-11,2016-07-11 00:55:00,1,1.4,3.88,6.55,3.0
598925,球会友谊,莫陆军,1116,乌法,6939,1.0,0.0,0.0,1,3.0,-1.0,1,2016-07-11,2016-07-11 16:25:00,1,1.22,5.15,8.7,3.0
559785,日职乙,清水,1178,熊本深红,5183,4.0,0.0,0.0,1,3.0,-1.0,0,2016-07-10,2016-07-10 16:55:00,1,1.42,4.0,5.9,3.0
559788,日职乙,松本,5542,金泽,5535,4.0,2.0,0.0,1,3.0,-1.0,0,2016-07-10,2016-07-10 16:55:00,1,1.4,3.9,6.5,3.0
561694,挪超,罗森博,1035,萨堡,3418,5.0,2.0,0.0,1,3.0,-1.0,6,2016-07-10,2016-07-09 23:55:00,1,1.2,5.35,9.6,3.0
562413,瑞典超,哥德堡,823,松兹瓦,1202,4.0,1.0,0.0,1,3.0,-1.0,0,2016-07-10,2016-07-10 20:55:00,1,1.26,4.95,7.8,3.0
568853,巴甲,格雷米,1580,费古埃,1576,2.0,1.0,0.0,1,3.0,-1.0,0,2016-07-10,2016-07-10 21:55:00,1,1.25,4.55,9.6,3.0
559405,日职,浦和,1164,太阳神,658,2.0,0.0,0.0,1,3.0,-1.0,6,2016-07-09,2016-07-09 17:55:00,1,1.46,4.2,5.0,3.0
559406,日职,东京FC,267,甲府,3196,1.0,0.0,0.0,1,3.0,-1.0,6,2016-07-09,2016-07-09 17:55:00,1,1.38,4.05,6.55,3.0
